"フィーチャID","形状(WKT)","行政区域コード （P29_001）","学校コード （P29_002）","学校分類 （P29_003）","名称 （P29_004）","所在地 （P29_005）","管理者コード （P29_006）","休校区分 （P29_007）","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"725","POINT(136.958597 35.154871)","23100","B123210000968","16001","伊勝小学校","名古屋市昭和区伊勝町2-100","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"726","POINT(136.94596 35.155249)","23100","B123210000977","16001","川原小学校分校","名古屋市昭和区折戸町4-16","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"727","POINT(136.951543 35.120153)","23100","B123210000986","16001","弥富小学校","名古屋市瑞穂区日向町4-23-1","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"728","POINT(136.925684 35.13515)","23100","B123210000995","16001","御劔小学校","名古屋市瑞穂区亀城町5-4-1","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"729","POINT(136.918685 35.12279)","23100","B123210001002","16001","堀田小学校","名古屋市瑞穂区新開24-13","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"730","POINT(136.939849 35.135207)","23100","B123210001011","16001","汐路小学校","名古屋市瑞穂区御莨町1-2","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"731","POINT(136.924267 35.12954)","23100","B123210001020","16001","高田小学校","名古屋市瑞穂区宝田町4-1","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"732","POINT(136.932684 35.126401)","23100","B123210001039","16001","瑞穂小学校","名古屋市瑞穂区牧町2-46","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"733","POINT(136.932823 35.118819)","23100","B123210001048","16001","井戸田小学校","名古屋市瑞穂区姫宮町1-46","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"734","POINT(136.924683 35.116083)","23100","B123210001057","16001","穂波小学校","名古屋市瑞穂区河岸1-1-38","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"735","POINT(136.939877 35.12393)","23100","B123210001066","16001","豊岡小学校","名古屋市瑞穂区膳棚町3-60","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"736","POINT(136.947626 35.131152)","23100","B123210001075","16001","陽明小学校","名古屋市瑞穂区密柑山町1-1","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"737","POINT(136.955459 35.114376)","23100","B123210001084","16001","中根小学校","名古屋市瑞穂区井の元町50","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"738","POINT(136.901047 35.137871)","23100","B123210001093","16001","高蔵小学校","名古屋市熱田区花町7-33","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"739","POINT(136.904797 35.134066)","23100","B123210001100","16001","旗屋小学校","名古屋市熱田区夜寒町5-1","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"740","POINT(136.896743 35.113901)","23100","B123210001119","16001","千年小学校","名古屋市熱田区千年2-38-26","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"741","POINT(136.892048 35.122317)","23100","B123210001128","16001","船方小学校","名古屋市熱田区四番2-10-43","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"742","POINT(136.906436 35.125345)","23100","B123210001137","16001","白鳥小学校","名古屋市熱田区白鳥2-13-12","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"743","POINT(136.889492 35.135426)","23100","B123210001146","16001","野立小学校","名古屋市熱田区青池町2-21","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"744","POINT(136.893437 35.130621)","23100","B123210001155","16001","大宝小学校","名古屋市熱田区大宝3-8-43","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"745","POINT(136.884825 35.156479)","23100","B123210001164","16001","広見小学校","名古屋市中川区広住町4-41","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"746","POINT(136.886909 35.150091)","23100","B123210001173","16001","露橋小学校","名古屋市中川区露橋1-9-41","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"747","POINT(136.878048 35.155618)","23100","B123210001182","16001","愛知小学校","名古屋市中川区豊成町1-35","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"748","POINT(136.894436 35.141037)","23100","B123210001191","16001","八熊小学校","名古屋市中川区八熊1-8-30","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"749","POINT(136.871577 35.125981)","23100","B123210001208","16001","昭和橋小学校","名古屋市中川区中野新町7-51-1","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"750","POINT(136.862772 35.149118)","23100","B123210001217","16001","常磐小学校","名古屋市中川区小本1-15-2","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"751","POINT(136.884354 35.140203)","23100","B123210001226","16001","八幡小学校","名古屋市中川区八熊通5-4","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"752","POINT(136.849496 35.134064)","23100","B123210001235","16001","荒子小学校","名古屋市中川区中郷4-234","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"753","POINT(136.827778 35.124232)","23100","B123210001244","16001","正色小学校","名古屋市中川区下之一色町字権野107","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"754","POINT(136.872549 35.134536)","23100","B123210001253","16001","篠原小学校","名古屋市中川区丸米町1-55","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"755","POINT(136.805807 35.138869)","23100","B123210001262","16001","戸田小学校","名古屋市中川区戸田2-2114","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"756","POINT(136.814835 35.132092)","23100","B123210001271","16001","豊治小学校","名古屋市中川区かの里1-2501","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"757","POINT(136.816582 35.157061)","23100","B123210001280","16001","千音寺小学校","名古屋市中川区富田町千音寺三の坪4666","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"758","POINT(136.830165 35.140202)","23100","B123210001299","16001","長須賀小学校","名古屋市中川区前田西町1-1001","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"759","POINT(136.826276 35.153784)","23100","B123210001306","16001","万場小学校","名古屋市中川区万場4-1106","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"760","POINT(136.846635 35.142174)","23100","B123210001315","16001","野田小学校","名古屋市中川区野田1-545","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"761","POINT(136.802425 35.146505)","23100","B123210001324","16001","明正小学校","名古屋市中川区戸田明正3-1001","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"762","POINT(136.87841 35.121705)","23100","B123210001333","16001","玉川小学校","名古屋市中川区玉川町2-1","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"763","POINT(136.810166 35.160759)","23100","B123210001342","16001","赤星小学校","名古屋市中川区富田町千音寺西五反田1560","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"764","POINT(136.852802 35.127592)","23100","B123210001351","16001","中島小学校","名古屋市中川区中島新町2-401","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"765","POINT(136.847053 35.121788)","23100","B123210001360","16001","西中島小学校","名古屋市中川区西中島2-301","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"766","POINT(136.831361 35.129787)","23100","B123210001379","16001","五反田小学校","名古屋市中川区一色新町1-601","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"767","POINT(136.818583 35.140591)","23100","B123210001388","16001","春田小学校","名古屋市中川区東春田2-243","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"768","POINT(136.832305 35.136647)","23100","B123210001397","16001","西前田小学校","名古屋市中川区前田西町3-1001","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"769","POINT(136.892772 35.092987)","23100","B123210001404","16001","東築地小学校","名古屋市港区東築地町26","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"770","POINT(136.886994 35.11254)","23100","B123210001413","16001","中川小学校","名古屋市港区辰巳町37-6","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"771","POINT(136.872717 35.113095)","23100","B123210001422","16001","成章小学校","名古屋市港区東土古町1-3","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"772","POINT(136.868663 35.096904)","23100","B123210001431","16001","大手小学校","名古屋市港区大手町3-28","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"773","POINT(136.856526 35.092344)","23100","B123210001440","16001","港西小学校","名古屋市港区十一屋3-55","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"774","POINT(136.857526 35.085933)","23100","B123210001459","16001","稲永小学校","名古屋市港区稲永町4-6-35","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"775","POINT(136.857802 35.111345)","23100","B123210001468","16001","小碓小学校","名古屋市港区土古町4-59","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"776","POINT(136.881912 35.097654)","23100","B123210001477","16001","西築地小学校","名古屋市港区浜1-2-33","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"777","POINT(136.848943 35.102208)","23100","B123210001486","16001","高木小学校","名古屋市港区高木町3-20","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"778","POINT(136.829612 35.106596)","23100","B123210001495","16001","南陽小学校","名古屋市港区東茶屋2-328","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
"779","POINT(136.885828 35.103542)","23100","B123210001501","16001","港楽小学校","名古屋市港区港楽2-3-36","3","1","","","システム管理者","2023/07/12 15:38:23","システム管理者",""
